id,sample,comment,type,sT,sP,expdataset,weight,phase.Gibbsite-H.DC.Gibbsite-H.UMC,comp.AlO(OH),unit,comp.H2O,unit,comp.NaCl,unit,comp.HCl,unit,comp.NaOH,unit,phase.aq_gen.pH,phase.aq_gen.IC.Al.Q,unit
337,Ben_337,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000376077,g,,,5.029,3.50752E-07,molal
338,Ben_338,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000337304,g,,,5.06,9.93116E-07,molal
339,Ben_339,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000293651,g,,,5.092,1.19124E-06,molal
340,Ben_340,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000250006,g,,,5.126,9.46237E-07,molal
341,Ben_341,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000196045,g,,,5.157,1.77828E-06,molal
342,Ben_342,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000126637,g,,,5.216,1.46555E-06,molal
343,Ben_343,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,6.90E-05,g,,,5.272,1.49624E-06,molal
344,Ben_344,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000250006,g,5.518,2.99226E-06,molal
345,Ben_345,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000587423,g,5.735,8.91251E-07,molal
346,Ben_346,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000768677,g,5.844,5.95662E-06,molal
347,Ben_347,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000918912,g,5.904,1.09396E-05,molal
348,Ben_348,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00110398,g,5.968,1.0666E-05,molal
349,Ben_349,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00135341,g,6.053,1.71002E-05,molal
350,Ben_350,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00176102,g,6.152,1.76198E-05,molal
351,Ben_351,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00187379,g,6.191,2.59418E-05,molal
352,Ben_352,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00205309,g,6.224,2.5527E-05,molal
353,Ben_353,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00245399,g,6.3,3.03389E-05,molal
354,Ben_354,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00311596,g,6.406,5.04661E-05,molal
355,Ben_355,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00398921,g,6.51,6.57658E-05,molal
356,Ben_356,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00464576,g,6.576,7.60326E-05,molal
357,Ben_357,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00483033,g,6.581,9.63829E-05,molal
358,Ben_358,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00512434,g,6.616,3.74973E-05,molal
359,Ben_359,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00512434,g,6.62,7.51623E-05,molal
360,Ben_360,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0061773,g,6.698,0.000128529,molal
361,Ben_361,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.011158,g,6.947,0.000242103,molal
362,Ben_362,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0156459,g,7.101,0.000194984,molal
363,Ben_363,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0156459,g,7.107,0.000175388,molal
364,Ben_364,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0171811,g,7.139,0.000390841,molal
365,Ben_365,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.017658,g,7.144,0.000311172,molal
366,Ben_366,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0184199,g,7.168,0.000306902,molal
367,Ben_367,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0229239,g,7.263,0.000322849,molal
368,Ben_368,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0229239,g,7.269,0.000288403,molal
369,Ben_369,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0281846,g,7.352,0.000717794,molal
370,Ben_370,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0294238,g,7.373,0.000408319,molal
371,Ben_371,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0407068,g,7.511,0.000557186,molal
372,Ben_372,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0439531,g,7.534,0.001145513,molal
373,Ben_373,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0524655,g,7.615,0.000760326,molal
374,Ben_374,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0524655,g,7.622,0.001227439,molal
375,Ben_375,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0589744,g,7.677,0.001061696,molal
376,Ben_376,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0629921,g,7.692,0.00103992,molal
377,Ben_377,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0642388,g,7.71,0.000954993,molal
378,Ben_378,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0642388,g,7.713,0.001004616,molal
379,Ben_379,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0747566,g,7.771,0.00116681,molal
380,Ben_380,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0747566,g,7.777,0.001241652,molal
381,Ben_381,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0747566,g,7.779,0.001174898,molal
382,Ben_382,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.078013,g,7.782,0.001250259,molal
383,Ben_383,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.078013,g,7.783,0.001193988,molal
384,Ben_384,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.078013,g,7.784,0.001177606,molal
385,Ben_385,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.078013,g,7.785,0.001247384,molal
386,Ben_386,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.078013,g,7.788,0.00114025,molal
387,Ben_387,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.110824,g,7.94,0.001794734,molal
388,Ben_388,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.110824,g,7.942,0.001840772,molal
389,Ben_389,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.110824,g,7.944,0.001782379,molal
390,Ben_390,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.150151,g,8.063,0.002133045,molal
391,Ben_391,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.160673,g,8.103,0.002500345,molal
392,Ben_392,,Bhm_tit,254,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.163928,g,8.116,0.002517677,molal
393,Ben_393,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0433042,g,,,3.142,5.54626E-07,molal
394,Ben_394,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0401963,g,,,3.174,4.02717E-07,molal
395,Ben_395,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0361308,g,,,3.215,5.29663E-07,molal
396,Ben_396,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0295523,g,,,3.315,4.44631E-07,molal
397,Ben_397,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0123324,g,,,3.688,3.90841E-07,molal
398,Ben_398,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0113787,g,,,3.731,3.86367E-07,molal
399,Ben_399,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00982794,g,,,3.788,3.39625E-07,molal
400,Ben_400,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00849997,g,,,3.848,6.0256E-07,molal
401,Ben_401,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00849997,g,,,3.848,6.0256E-07,molal
402,Ben_402,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00708536,g,,,3.925,4.57088E-07,molal
403,Ben_403,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00516664,g,,,4.054,4.89779E-07,molal
404,Ben_404,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00457277,g,,,4.12,5.95662E-07,molal
405,Ben_405,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00315905,g,,,4.271,9.37562E-07,molal
406,Ben_406,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00288106,g,,,4.303,9.28966E-07,molal
407,Ben_407,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.0019213,g,,,4.482,1.24451E-06,molal
408,Ben_408,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00178124,g,,,4.508,9.4189E-07,molal
409,Ben_409,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.00132804,g,,,4.631,1.14288E-06,molal
410,Ben_410,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000735171,g,,,4.847,1.51008E-06,molal
411,Ben_411,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000647938,g,,,4.893,1.76604E-06,molal
412,Ben_412,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000541388,g,,,4.943,1.99067E-06,molal
413,Ben_413,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000455846,g,,,4.974,1.66725E-06,molal
414,Ben_414,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000282071,g,,,5.086,2.55859E-06,molal
415,Ben_415,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000282071,g,,,5.091,1.90108E-06,molal
416,Ben_416,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,0.000195355,g,,,5.137,2.22844E-06,molal
417,Ben_417,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,3.63E-05,g,5.291,3.06196E-06,molal
418,Ben_418,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000124174,g,5.346,3.69828E-06,molal
419,Ben_419,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000178848,g,5.384,5.2723E-06,molal
420,Ben_420,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000228331,g,5.414,3.39625E-06,molal
421,Ben_421,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000337668,g,5.471,3.56451E-06,molal
422,Ben_422,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000369884,g,5.495,4.12098E-06,molal
423,Ben_423,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000369884,g,5.5,5.83445E-06,molal
424,Ben_424,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000544861,g,5.576,5.10505E-06,molal
425,Ben_425,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000649761,g,5.631,5.28445E-06,molal
426,Ben_426,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000686386,g,5.644,5.16416E-06,molal
427,Ben_427,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000874519,g,5.72,6.74528E-06,molal
428,Ben_428,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000912801,g,5.737,9.44061E-06,molal
429,Ben_429,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.000960992,g,5.759,7.6913E-06,molal
430,Ben_430,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00113861,g,5.826,6.96627E-06,molal
431,Ben_431,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00146956,g,5.916,9.31108E-06,molal
432,Ben_432,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.001695,g,5.977,1.23027E-05,molal
433,Ben_433,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00192489,g,6.033,1.39316E-05,molal
434,Ben_434,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00297271,g,6.202,2.09894E-05,molal
435,Ben_435,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00342544,g,6.26,2.71019E-05,molal
436,Ben_436,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00407066,g,6.341,2.26464E-05,molal
437,Ben_437,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0051193,g,6.428,3.94457E-05,molal
438,Ben_438,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00607783,g,6.506,4.63447E-05,molal
439,Ben_439,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00607959,g,6.513,4.37522E-05,molal
440,Ben_440,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00717649,g,6.586,6.63743E-05,molal
441,Ben_441,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00740218,g,6.606,4.94311E-05,molal
442,Ben_442,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.00932029,g,6.695,9.01571E-05,molal
443,Ben_443,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0120619,g,6.809,6.96627E-05,molal
444,Ben_444,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.013021,g,6.844,6.96627E-05,molal
445,Ben_445,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0164876,g,6.941,0.000189234,molal
446,Ben_446,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0170877,g,6.96,0.000189671,molal
447,Ben_447,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.018038,g,6.971,0.000144544,molal
448,Ben_448,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.018038,g,6.986,0.000141906,molal
449,Ben_449,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0189996,g,7.003,0.000189671,molal
450,Ben_450,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0195992,g,7.021,0.000175792,molal
451,Ben_451,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0246178,g,7.124,0.000289068,molal
452,Ben_452,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.026174,g,7.14,0.000314051,molal
453,Ben_453,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0327512,g,7.237,0.000410204,molal
454,Ben_454,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0368167,g,7.285,0.000473151,molal
455,Ben_455,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0368167,g,7.294,0.000477529,molal
456,Ben_456,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0393297,g,7.329,0.000444631,molal
457,Ben_457,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0393297,g,7.331,0.000446684,molal
458,Ben_458,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0418363,g,7.338,0.000521195,molal
459,Ben_459,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0418363,g,7.348,0.000517607,molal
460,Ben_460,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0606198,g,7.512,0.000603949,molal
461,Ben_461,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0712598,g,7.578,0.000968278,molal
462,Ben_462,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.091,g,7.674,0.001025652,molal
463,Ben_463,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.091,g,7.682,0.001035142,molal
464,Ben_464,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0975516,g,7.707,0.001291219,molal
465,Ben_465,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.0975516,g,7.716,0.001285287,molal
466,Ben_466,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.114783,g,7.776,0.002079697,molal
467,Ben_467,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.114783,g,7.78,0.001393157,molal
468,Ben_468,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.118857,g,7.789,0.001644372,molal
469,Ben_469,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.125417,g,7.808,0.001610646,molal
470,Ben_470,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.125417,g,7.809,0.001581248,molal
471,Ben_471,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.129496,g,7.828,0.001857804,molal
472,Ben_472,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.153292,g,7.907,0.002118361,molal
473,Ben_473,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.159867,g,7.911,0.002494595,molal
474,Ben_474,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.159867,g,7.914,0.002152782,molal
475,Ben_475,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.159867,g,7.915,0.002079697,molal
476,Ben_476,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.163947,g,7.924,0.002576321,molal
477,Ben_477,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.170504,g,7.943,0.002471724,molal
478,Ben_478,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.170504,g,7.945,0.002409905,molal
479,Ben_479,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.170504,g,7.945,0.002466039,molal
480,Ben_480,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.181143,g,7.973,0.002398833,molal
481,Ben_481,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.181143,g,7.973,0.002488857,molal
482,Ben_482,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.181143,g,7.974,0.00258226,molal
483,Ben_483,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.219663,g,8.051,0.003069022,molal
484,Ben_484,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.23688,g,8.085,0.003228494,molal
485,Ben_485,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.243446,g,8.088,0.003206269,molal
486,Ben_486,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.243446,g,8.089,0.003221069,molal
487,Ben_487,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.264737,g,8.127,0.003810658,molal
488,Ben_488,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.299172,g,8.182,0.004168694,molal
489,Ben_489,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.309828,g,8.187,0.00423643,molal
490,Ben_490,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.309828,g,8.19,0.004111497,molal
491,Ben_491,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.309828,g,8.194,0.004698941,molal
492,Ben_492,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.327038,g,8.206,0.004159106,molal
493,Ben_493,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.327038,g,8.206,0.004602566,molal
494,Ben_494,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.327038,g,8.212,0.004295364,molal
495,Ben_495,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.327038,g,8.212,0.004305266,molal
496,Ben_496,,Bhm_tit,290,0,Bhm_Benezeth_etal2001,1,0,25,g,1000,g,1.75,g,,,0.327038,g,8.22,0.004295364,molal
STOP,,,,,,,,,,,,,,,,,,,,,
